Locus-name_V1_12X,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
VIT_15s0046g01100,No hit,,,,
VIT_15s0046g01110,Histone H3.2,,,,
VIT_15s0046g01120,Ribosome biogenesis regulatory protein (RRS1),,,,
VIT_15s0046g01130,Myb Triptychon,TRIPTYCHON_2,,vv44110Cell_cycle,vv60045MYBrelated
VIT_15s0046g01140,WRKY DNA-binding protein 53,WRKY53_3,VvWRKY47,vv60066WRKY,
VIT_15s0046g01150,Leucoanthocyanidin reductase,E1_17_1_3,,vv10941Flavonoid_biosynthesis,
VIT_15s0046g01160,NADPH HC toxin reductase,,,,
VIT_15s0046g01170,Dihydroflavonol 4-reductase (dihydrokaempferol 4-reductase) (BAN),E1_1_1_219,,vv10941Flavonoid_biosynthesis,
VIT_15s0046g01180,No hit,,,,
VIT_15s0046g01190,Hydroquinone glucosyltransferase,E2_4_1_218,,vv10500Starch_and_sucrose_metabolism,
VIT_15s0046g01200,No hit,,,,
VIT_15s0046g01210,Arbutin synthase,E2_4_1_218,,vv10500Starch_and_sucrose_metabolism,
VIT_15s0046g01220,No hit,,,,
VIT_15s0046g01230,Leaf senescence protein-like,,,,
VIT_15s0046g01240,Transposon,,,,
VIT_15s0046g01250,No hit,,,,
VIT_15s0046g01260,No hit,,,,
VIT_15s0046g01270,Unknown protein,,,,
VIT_15s0046g01280,JAR1-like protein,JAR1,,vv30011Jasmonate_signaling,
VIT_15s0046g01290,Carrier protein  Mitochondrial,K03454,,vv50123Porters_cat_18_to_29,
VIT_15s0046g01300,No hit,,,,
VIT_15s0046g01310,Phytochrome A supressor spa1 (SPA1),SPA1,,vv34710Circadian_rhythm,
VIT_15s0046g01320,Kinase,,,,
VIT_15s0046g01330,Nucleotide-sugar transporter family protein,NUCSUGTR,,vv50122Porters_cat_7_to_17,
VIT_15s0046g01340,Unknown protein,,,,
VIT_15s0046g01350,Tubulin gamma-2 chain,K10389,,vv44810Regulation_of_actin_cytoskeleton,
VIT_15s0046g01360,No hit,,,,
VIT_15s0046g01370,Carrier protein  Mitochondrial,K03454,,vv50123Porters_cat_18_to_29,
VIT_15s0046g01380,Unknown,,,,
VIT_15s0046g01390,Ethylene-responsive transcription factor cytokinin response factor 4,CRF4_2,VvERF056,vv30007Cytokinin_signaling,vv30008Ethylene_signaling
VIT_15s0046g01400,Ubiquitin-conjugating enzyme E2 D/E,K06689,,vv24120Ubiquitin_mediated_proteolysis,vv24141Protein_processing_in_endoplasmic_reticulum
VIT_15s0046g01410,Unknown protein,,,,
VIT_15s0046g01420,Exonuclease RRP41 (RRP41),K11600,,vv23018RNA_degradation,
VIT_15s0046g01430,Aldose 1-epimerase,E5_1_3_3,,vv10010Glycolysis,
VIT_15s0046g01440,BZip transcription factor G- box  binding factor 3,GBF3_1,VvbZIP40,vv60012BZIP,
VIT_15s0046g01450,Alpha-L-fucosidase,E3_2_1_51,,vv10511N-Glycan_degradation,
VIT_15s0046g01460,Unknown,,,,
VIT_15s0046g01470,Unknown protein,,,,
VIT_15s0046g01480,Unknown protein,,,,
VIT_15s0046g01490,No hit,,,,
VIT_15s0046g01500,Translation initiation factor eIF-1A,K03236,,vv23013RNA_transport,
VIT_15s0046g01510,BTB/POZ domain-containing protein,BTBDOM_11,,vv60093TRAF,
VIT_15s0046g01520,No hit,,,,
VIT_15s0046g01530,Intracellular protein transport protein USO1,,,,
VIT_15s0046g01540,F-box family protein,,,,
VIT_15s0046g01550,C2 domain-containing protein,,,,
VIT_15s0046g01560,Unknown protein,,,,
VIT_15s0046g01570,Acidic endochitinase (CHIB1),E3_2_1_14,,vv10530Aminosugars_metabolism,
VIT_15s0046g01580,Acidic chitinase III,E3_2_1_14,,vv10530Aminosugars_metabolism,
VIT_15s0046g01590,Acidic chitinase III,E3_2_1_14,,vv10530Aminosugars_metabolism,
VIT_15s0046g01590_2,U3 small nucleolar RNA-associated protein 24,K14566,,vv23008Ribosome_biogenesis_in_Eukaryotes,
VIT_15s0046g01600,Acidic endochitinase (CHIB1),E3_2_1_14,,vv10530Aminosugars_metabolism,
VIT_15s0046g01610,Acidic endochitinase (CHIB1),E3_2_1_14,,vv10530Aminosugars_metabolism,
VIT_15s0046g01620,Glycosyl transferase family 1 protein,,,,
VIT_15s0046g01630,Rhamnogalacturonan xylosyltransferase 1,RGXT1,,vv40006Cell_wall,
VIT_15s0046g01640,Abl interactor protein 1 (ABIL1),,,,
VIT_15s0046g01650,Unknown,,,,
VIT_15s0046g01660,Unknown protein,,,,
VIT_15s0046g01670,Chitinase  class III,E3_2_1_14,,vv10530Aminosugars_metabolism,
VIT_15s0046g01680,Delta-8 sphingolipid desaturase,,,,
VIT_15s0046g01690,Chitinase  class III,E3_2_1_14,,vv10530Aminosugars_metabolism,
VIT_15s0046g01700,Chitinase  class III,E3_2_1_14,,vv10530Aminosugars_metabolism,
VIT_15s0046g01710,Chitinase  class III,E3_2_1_14,,vv10530Aminosugars_metabolism,
VIT_15s0046g01720,Chitinase  class III,E3_2_1_14,,vv10530Aminosugars_metabolism,
VIT_15s0046g01730,No hit,,,,
VIT_15s0046g01740,Unknown protein,,,,
VIT_15s0046g01750,Golgin candidate 4,GOLGINC4,,vv50109Incompletely_characterized_transport_systems,
VIT_15s0046g01760,BTI1 (VIRB2- interacting  protein 1),,,,
VIT_15s0046g01770,D-erythro-sphingosine kinase,E2_7_1_107,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
VIT_15s0046g01780,Ribosomal protein L5,K02931,,vv23010Ribosome,
VIT_15s0046g01790,ARID/BRIGHT DNA-binding domain-containing protein / ELM2,ARID_4,,vv60005ARID,
VIT_15s0046g01800,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
VIT_15s0046g01810,S-locus lectin protein kinase,,,,
VIT_15s0046g01820,Ring-H2 finger B1A,RHB1A,,vv60078Other_zf-C3HC4,
VIT_15s0046g01830,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_15s0046g01830_2,Nodulation receptor kinase,,,,
VIT_15s0046g01840,Transmembrane protein,,,,
VIT_15s0046g01850,Syntaxin of plants SYP7,K08506,,vv24130SNARE_interactions_in_vesicular_transport,
VIT_15s0046g01860,Embryo sac development arrest 8,ESDA8_1,,vv60088orphans_WRC,
VIT_15s0046g01870,Proline-rich family protein,,,,
VIT_15s0046g01880,Brassinosteroid-responsive ring-H2 (BRH1),BRH1,,vv30005Brassinosteroids_signaling,
VIT_15s0046g01890,WD40,,,,
VIT_15s0046g01900,ferric reduction oxidase 2,FRO2,,vv50105Transport_electron_carriers,
VIT_15s0046g01910,Retrovirus Pol polyprotein,,,,
VIT_15s0046g01920,ferric reduction oxidase 2,FRO2,,vv50105Transport_electron_carriers,
VIT_15s0046g01930,fringe protein,K05948,,,
VIT_15s0046g01940,Mechanosensitive ion channel,MSCSREL,,vv50101Channels_and_pores,
VIT_15s0046g01950,Anthocyanidine rhamnosyl-transferase,RHATR,,vv10942Anthocyanin_biosynthesis,
VIT_15s0046g01960,Hydroquinone glucosyltransferase,E2_4_1_218,,vv10500Starch_and_sucrose_metabolism,
VIT_15s0046g01970,Anthocyanidine rhamnosyl-transferase,RHATR,,vv10942Anthocyanin_biosynthesis,
VIT_15s0046g01980,UDP-glucosyltransferase,E2_4_1_81,,vv10941Flavonoid_biosynthesis,
VIT_15s0046g01990,UDP-glucosyltransferase,E2_4_1_81,,vv10941Flavonoid_biosynthesis,
VIT_15s0046g02000,Polygalacturonase GH28,E3_2_1_15,,vv40006Cell_wall,
VIT_15s0046g02010,MAPK (MPK4),MPK4,,vv30011Jasmonate_signaling,vv34626Plant-pathogen_interaction
VIT_15s0046g02020,BPS1 (BYPASS 1),,,,
VIT_15s0046g02030,Protein kinase,,,,
VIT_15s0046g02040,CaaX processing zinc-metallo endoprotease,,,,
VIT_15s0046g02050,Unknown protein,,,,
VIT_15s0046g02060,ATRAD3 (Arabidopsis thaliana Ras Associated with Diabetes protein 3,,,,
VIT_15s0046g02070,Zinc finger (C3HC4-type ring finger),ZFC3HC4_27,,vv60078Other_zf-C3HC4,
VIT_15s0046g02080,Unknown,,,,
VIT_15s0046g02090,Late embryogenesis abundant group 14,,,,
VIT_15s0046g02100,Late embryogenesis abundant group 14,,,,
VIT_15s0046g02110,Late embryogenesis abundant protein Lea14-A,,,,
VIT_15s0046g02120,EMB3001 (embryo defective 3001),,,,
VIT_15s0046g02130,EMB3001 (embryo defective 3001),,,,
VIT_15s0046g02140,Ribosomal protein L46 39S,,,,
VIT_15s0046g02150,WRKY DNA-binding protein 24,WRKY24,VvWRKY48,vv60066WRKY,
VIT_15s0046g02160,Proline iminopeptidase,E3_4_11_5,,vv10330Arginine_and_proline_metabolism,
VIT_15s0046g02170,3-methyl-2-oxobutanoate hydroxy-methyl-transferase,E2_1_2_11,,vv10770Pantothenate_and_CoA_biosynthesis,
VIT_15s0046g02180,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_15s0046g02190,WRKY DNA-binding protein 22,WRKY22,VvWRKY49,vv34626Plant-pathogen_interaction,vv60066WRKY
VIT_15s0046g02200,SEC10 (exocyst complex component SEC10),SEC10,,vv50111Tethering_factors,
VIT_15s0046g02210,Zinc finger (C3HC4-type ring finger),ZFC3HC4_119,,vv60078Other_zf-C3HC4,
VIT_15s0046g02220,ACC synthase,E4_4_1_14,,vv10640Propanoate_metabolism,vv30008Ethylene_signaling
VIT_15s0046g02230,Heavy-metal-associated domain-containing protein,,,,
VIT_15s0046g02240,Unknown protein,,,,
VIT_15s0046g02250,Angustifolia,,,,
VIT_15s0046g02260,Myb family,MYBREL_14,,vv60045MYBrelated,
VIT_15s0046g02270,Unknown protein,,,,
VIT_15s0046g02280,Ubiquitin-conjugating enzyme E2 H,K10576,,vv24120Ubiquitin_mediated_proteolysis,
VIT_15s0046g02290,ATBRM/CHR2 (Arabidopsis thaliana BRAHMA),BRAHMA,,vv60058SNF2,
VIT_15s0046g02300,Beta-cyanoalanine synthase,E2_5_1_47,,vv10272Cysteine_metabolism,vv10450Selenoamino_acid_metabolism
VIT_15s0046g02310,No hit,,,,
VIT_15s0046g02320,Unknown protein,,,,
VIT_15s0046g02330,Unknown protein,,,,
VIT_15s0046g02340,No hit,,,,
VIT_15s0046g02350,No hit,,,,
VIT_15s0046g02360,Unknown,,,,
VIT_15s0046g02370,Unknown protein,,,,
VIT_15s0046g02380,CYP86A8,,,,
VIT_15s0046g02390,ANTR2 (anion transporter 2),ANTR2,,vv50121Porters_cat_1_to_6,
VIT_15s0046g02400,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
VIT_15s0046g02410,Aquaporin TMP-C,TMPC,,vv50101Channels_and_pores,
VIT_15s0046g02420,Aquaporin TMP-C,TMPC,,vv50101Channels_and_pores,
VIT_15s0046g02430,Dual specificity protein phosphatase,,,,
VIT_15s0046g02440,Transcription regulator/ zinc ion binding,,,,
VIT_15s0046g02450,SKP1-like 21 ASK21,K03094,,vv24120Ubiquitin_mediated_proteolysis,vv24141Protein_processing_in_endoplasmic_reticulum
VIT_15s0046g02460,Growth-on protein GRO11,,,,
VIT_15s0046g02470,No hit,,,,
VIT_15s0046g02480,Protein kinase,,,,
VIT_15s0046g02490,PAIR1 (Protein homologous pairing aberration in rice meiosis 1),,,,
VIT_15s0046g02500,Unknown protein,,,,
VIT_15s0046g02510,2-oxo acid dehydrogenase  lipoyl-binding site,E1_2_4_1,,vv10010Glycolysis,vv10252Alanine_and_aspartate_metabolism
VIT_15s0046g02520,Carboxyl-terminal peptidase,,,,
VIT_15s0046g02530,Rho guanyl-nucleotide exchange factor ROPGEF2,ROPGEF2,,,
VIT_15s0046g02540,EMB2758 (embryo defective 2758),,,,
VIT_15s0046g02550,Gibberellin 20-oxidase,E1_14_11_12,,vv10904Diterpenoid_biosynthesis,
VIT_15s0046g02560,GLABRA 3,GLABRA3,,vv44110Cell_cycle,vv60011BHLH
VIT_15s0046g02570,Unknown,,,,
VIT_15s0046g02580,Carboxyl-terminal peptidase,,,,
VIT_15s0046g02590,No hit,,,,
VIT_15s0046g02600,Carboxyl-terminal peptidase,,,,
VIT_15s0046g02610,Carboxyl-terminal peptidase,,,,
VIT_15s0046g02620,Beta-amylase 9 BMY9,E3_2_1_2,,vv10500Starch_and_sucrose_metabolism,
VIT_15s0046g02630,No hit,,,,
VIT_15s0046g02640,Beta-amylase 4,E3_2_1_2_BMY4,,vv10500Starch_and_sucrose_metabolism,vv60010BES1
VIT_15s0046g02650,Calmodulin-binding heat shock protein,,,,
VIT_15s0046g02660,Sas10/U3 ribonucleoprotein,,,,
VIT_15s0046g02670,No hit,,,,
VIT_15s0046g02680,No hit,,,,
VIT_15s0046g02690,Ribosomal protein L36 (RPL36C) 60S,K02919,,vv23010Ribosome,
VIT_15s0046g02700,Acyl-CoA thioesterase,E3_1_2_1,,vv10620Pyruvate_metabolism,
VIT_15s0046g02710,SKP1 interacting partner 4 (SKIP4),,,,
VIT_15s0046g02720,No hit,,,,
VIT_15s0046g02730,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0046g02740,Heat shock 70kDa protein 5,K09490,,vv23060Protein_export,vv24141Protein_processing_in_endoplasmic_reticulum
VIT_15s0046g02750,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0046g02760,Reverse transcriptase,,,,
VIT_15s0046g02770,No hit,,,,
VIT_15s0046g02780,No hit,,,,
VIT_15s0046g02790,SKP1 interacting partner 4 SKIP4,,,,
VIT_15s0046g02800,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0046g02810,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0046g02820,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0046g02830,Unknown,,,,
VIT_15s0046g02840,Ankyrin protein kinase,,,,
VIT_15s0046g02850,Ankyrin protein kinase,,,,
VIT_15s0046g02860,Riboflavin biosynthesis protein ribD,E3_5_4_26,,vv10740Riboflavin_metabolism,
VIT_15s0046g02870,Unknown protein,,,,
VIT_15s0046g02880,Unknown protein,,,,
VIT_15s0046g02890,Unknown protein,,,,
VIT_15s0046g02900,Protein kinase,,,,
VIT_15s0046g02910,Ribosomal protein L21  chloroplast / CL21 (RPL21) 50S,K02888,,vv23010Ribosome,
VIT_15s0046g02920,Unknown protein,,,,
VIT_15s0046g02930,DNA-binding protein,,,,
VIT_15s0046g02940,Barwin endoglucanase,,,,
VIT_15s0046g02950,Barwin endoglucanase,,,,
VIT_15s0046g02960,Barwin endoglucanase,,,,
VIT_15s0046g02970,Reverse transcriptase,,,,
VIT_15s0046g02980,Retrovirus Pol polyprotein,,,,
VIT_15s0046g02990,Barwin endoglucanase,,,,
VIT_15s0046g03000,Barwin endoglucanase,,,,
VIT_15s0046g03010,Barwin endoglucanase,,,,
VIT_15s0046g03020,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_15s0046g03030,Anthranilate phosphoribosyltransferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
VIT_15s0046g03040,Cofilin,K05765,,vv44810Regulation_of_actin_cytoskeleton,
VIT_15s0046g03050,DTA2 (downstream target of AGL15 2),,,,
VIT_15s0046g03060,DTA2 (downstream target of AGL15 2),,,,
VIT_15s0046g03070,DTA2 (downstream target of AGL15 2),,,,
VIT_15s0046g03080,DTA2 (downstream target of AGL15 2),,,,
VIT_15s0046g03090,DTA2 (downstream target of AGL15 2),,,,
VIT_15s0046g03100,DTA2 (downstream target of AGL15 2),,,,
VIT_15s0046g03110,DTA2 (downstream target of AGL15 2),,,,
VIT_15s0046g03120,DTA2 (downstream target of AGL15 2),,,,
VIT_15s0046g03130,DTA2 (downstream target of AGL15 2),,,,
VIT_15s0046g03140,DTA2 (downstream target of AGL15 2),,,,
VIT_15s0046g03150,DTA2 (downstream target of AGL15 2),,,,
VIT_15s0046g03160,RNA adenosine deaminase,K01500,,,
VIT_15s0046g03170,Ribonuclease H,,,,
VIT_15s0046g03180,Remorin,,,,
VIT_15s0046g03190,Myb domain protein 17,MYB17_2,MYB17A,vv60044MYB,
VIT_15s0046g03200,ATP-dependent RNA helicase DDX6/DHH1,K12614,,vv23018RNA_degradation,vv50133Primary_active_transporter_cat_A9_to_A18
VIT_15s0046g03210,Disease resistance protein RGA4,,,,
VIT_15s0046g03220,No hit,,,,
VIT_15s0046g03230,Disease resistance protein RGA4,,,,
VIT_15s0046g03240,Unknown protein,,,,
VIT_15s0046g03250,No hit,,,,
VIT_15s0046g03260,Retrovirus Pol polyprotein,,,,
VIT_15s0046g03270,Retroelement,,,,
VIT_15s0046g03280,No hit,,,,
VIT_15s0046g03290,Unknown protein,,,,
VIT_15s0046g03300,No hit,,,,
VIT_15s0046g03310,Unknown protein,,,,
VIT_15s0046g03320,No hit,,,,
VIT_15s0046g03330,No hit,,,,
VIT_15s0046g03340,Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit,E6_4_1_2,,vv10061Fatty_acid_biosynthesis,vv10620Pyruvate_metabolism
VIT_15s0046g03350,Cleavage and polyadenylation specificity factor 5,K14397,,vv23015mRNA_surveillance_pathway,
VIT_15s0046g03360,Unknown protein,,,,
VIT_15s0046g03370,LIM domain containing protein,LIMDOM_3,,vv60040LIM,
VIT_15s0046g03380,Thiol protease,E3_4_22_x,,,
VIT_15s0046g03390,K+ efflux antiporter (KEA1),KEA1,,vv50124Porters_cat_30_to_64,
VIT_15s0046g03400,C-1-tetrahydrofolate synthase  cytoplasmic,E1_5_1_5,,vv10630Glyoxylate_and_dicarboxylate_metabolism,vv10670One_carbon_pool_by_folate
VIT_15s0046g03410,L-asparaginase,E3_5_1_1,,vv10252Alanine_and_aspartate_metabolism,vv10910Nitrogen_metabolism
VIT_15s0046g03420,Unknown,,,,
VIT_15s0046g03430,Metal ion binding,,,,
VIT_15s0046g03440,No hit,,,,
VIT_15s0046g03450,No hit,,,,
VIT_15s0046g03460,No hit,,,,
VIT_15s0046g03470,Unknown,,,,
VIT_15s0046g03480,No hit,,,,
VIT_15s0046g03490,Pentatricopeptide repeat,,,,
VIT_15s0046g03500,Metal ion binding,,,,
VIT_15s0046g03510,No hit,,,,
VIT_15s0046g03520,Phosphomannomutase,E5_4_2_8,,vv10051Fructose_and_mannose_metabolism,
VIT_15s0046g03530,(+)-neomenthol dehydrogenase,E1_1_1_208,,vv10902Monoterpenoid_biosynthesis,
VIT_15s0046g03540,No hit,,,,
VIT_15s0046g03550,(+)-neomenthol dehydrogenase,E1_1_1_208,,vv10902Monoterpenoid_biosynthesis,
VIT_15s0046g03560,Retrovirus Pol polyprotein,,,,
VIT_15s0046g03570,(+)-neomenthol dehydrogenase,E1_1_1_208,,vv10902Monoterpenoid_biosynthesis,
VIT_15s0046g03580,(+)-neomenthol dehydrogenase,E1_1_1_208,,vv10902Monoterpenoid_biosynthesis,
VIT_15s0046g03590,(+)-neomenthol dehydrogenase,E1_1_1_208,,vv10902Monoterpenoid_biosynthesis,
VIT_15s0046g03600,(+)-neomenthol dehydrogenase,E1_1_1_208,,vv10902Monoterpenoid_biosynthesis,
VIT_15s0046g03610,No hit,,,,
VIT_15s0046g03620,2-oxo acid dehydrogenase  lipoyl-binding site,E1_2_4_1,,vv10010Glycolysis,vv10252Alanine_and_aspartate_metabolism
VIT_15s0046g03630,Unknown protein,,,,
VIT_15s0046g03640,No hit,,,,
VIT_15s0046g03650,(+)-neomenthol dehydrogenase,E1_1_1_208,,vv10902Monoterpenoid_biosynthesis,
VIT_15s0046g03660,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_15s0046g03670,NADP-dependent malic enzyme,E1_1_1_39,,vv10620Pyruvate_metabolism,vv10710Carbon_fixation
VIT_15s0046g03680,Unknown protein,,,,
VIT_15s0046g03690,No hit,,,,
VIT_15s0046g03700,3-beta hydroxysteroid dehydrogenase,E1_1_1_145,,vv10140C21-Steroid_hormone_metabolism,
VIT_15s0046g03710,Disease resistance protein (CC-NBS class),,,,
VIT_15s0046g03720,Unknown,,,,
VIT_15s0046g03730,Digalactosyldiacylglycerol synthase,E2_4_1_184,,vv10561Glycerolipid_metabolism,
VIT_15s0046g03740,Unknown protein,,,,
VIT_15s0046g03750,No hit,,,,
VIT_15s0046g03760,No hit,,,,
VIT_15s0046g03770,Anaphase-promoting complex component APC11,K03358,,vv24120Ubiquitin_mediated_proteolysis,vv44110Cell_cycle
VIT_15s0046g03780,No hit,,,,
VIT_15s0048g00010,No hit,,,,
VIT_15s0048g00020,Thaumatin SE39b,,,,
VIT_15s0048g00030,Unknown protein,,,,
VIT_15s0048g00040,No hit,,,,
VIT_15s0048g00050,No hit,,,,
VIT_15s0048g00060,Retrovirus Pol polyprotein,,,,
VIT_15s0048g00070,No hit,,,,
VIT_15s0048g00080,Unknown,,,,
VIT_15s0048g00090,No hit,,,,
VIT_15s0048g00100,No hit,,,,
VIT_15s0048g00110,No hit,,,,
VIT_15s0048g00120,Unknown,,,,
VIT_15s0048g00130,Transposon protein  CACTA  En/Spm sub-class,,,,
VIT_15s0048g00140,H(+)-ATPase AHA10 (autoinhibited H(+)-ATPase isoform 10),K01535,,vv10190Oxidative_phosphorylation,vv50131Primary_active_transporter_cat_A2_to_A4
VIT_15s0048g00150,No hit,,,,
VIT_15s0048g00160,Unknown,,,,
VIT_15s0048g00170,H(+)-ATPase 4 AHA4,K01535,,vv10190Oxidative_phosphorylation,vv50131Primary_active_transporter_cat_A2_to_A4
VIT_15s0048g00180,No hit,,,,
VIT_15s0048g00190,SPX (SYG1/Pho81/XPR1) domain-containing protein,SPX,,vv50125Porters_cat_66_to_94,
VIT_15s0048g00200,Gag-pol polyprotein,,,,
VIT_15s0048g00210,Unknown protein,,,,
VIT_15s0048g00220,Membrane-associated mannitol-induced,MAMI,,vv50109Incompletely_characterized_transport_systems,
VIT_15s0048g00230,Calmodulin,K02183,,vv34020Calcium_signaling_pathway,
VIT_15s0048g00240,Phosphatidate cytidylyltransferase,E2_7_7_41,,vv10564Glycerophospholipid_metabolism,vv34070Phosphatidylinositol_signaling_system
VIT_15s0048g00250,Retrovirus Pol polyprotein,,,,
VIT_15s0048g00260,Transposon protein Ac/Ds sub-class,,,,
VIT_15s0048g00270,Scarecrow transcription factor 6 (SCL6),SCL6_1,,vv60032GRAS,
VIT_15s0048g00280,TRNA 2'phosphotransferase,E2_7_1_160,,,
VIT_15s0048g00290,No hit,,,,
VIT_15s0048g00300,Phosphotransferase KptA/Tpt1,K07559,,,
VIT_15s0048g00310,Unknown protein,,,,
VIT_15s0048g00320,UDP-glucuronic acid epimerase 1,E5_1_3_12,,vv10520Nucleotide_sugars_metabolism,
VIT_15s0048g00330,GAE3 (UDP-D- glcucuronate  4-epimerase 3),E5_1_3_6,,vv10500Starch_and_sucrose_metabolism,vv10520Nucleotide_sugars_metabolism
VIT_15s0048g00340,GAE3 (UDP-D- glcucuronate  4-epimerase 3),E5_1_3_6,,vv10500Starch_and_sucrose_metabolism,vv10520Nucleotide_sugars_metabolism
VIT_15s0048g00350,3-phosphoshikimate 1-carboxyvinyltransferase  chloroplast precursor,E2_5_1_19,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
VIT_15s0048g00360,5-enolpyruvylshikimate 3-phosphate synthase,E2_5_1_19,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
VIT_15s0048g00370,Transketolase  chloroplast precursor,E2_2_1_1,,vv10030Pentose_phosphate,vv10710Carbon_fixation
VIT_15s0048g00380,RAD51C DNA repair protein,K04482,,vv23440Homologous_recombination,vv44110Cell_cycle
VIT_15s0048g00390,O-sialoglycoprotein endopeptidase,E3_4_24_57,,,
VIT_15s0048g00400,Proton-dependent oligopeptide transport (POT) family protein,POT,,vv50122Porters_cat_7_to_17,
VIT_15s0048g00410,Proton-dependent oligopeptide transport (POT) family protein,POT,,vv50122Porters_cat_7_to_17,
VIT_15s0048g00420,Arginase 1,E3_5_3_1,,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10330Arginine_and_proline_metabolism
VIT_15s0048g00430,Nitroreductase,,,,
VIT_15s0048g00440,Unknown protein,,,,
VIT_15s0048g00450,No hit,,,,
VIT_15s0048g00460,Unknown protein,,,,
VIT_15s0048g00460_2,Invertase/pectin methylesterase inhibitor,PMEI,,vv40006Cell_wall,
VIT_15s0048g00470,Tubulin folding cofactor D,TFCD,,vv44810Regulation_of_actin_cytoskeleton,
VIT_15s0048g00480,Pectinesterase inhibitor,PMEI,,vv40006Cell_wall,
VIT_15s0048g00490,Methionine aminopeptidase,E3_4_11_18,,,
VIT_15s0048g00500,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
VIT_15s0048g00510,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
VIT_15s0048g00520,Receptor-like protein kinase,,,,
VIT_15s0048g00530,Auxin-responsive SAUR11,SAUR11,,vv30003Auxin_signaling,
VIT_15s0048g00540,Golgi SNARE 12 protein,K08495,,vv24130SNARE_interactions_in_vesicular_transport,
VIT_15s0048g00550,Abnormal floral organs,AFO_2,,vv60019C2C2-YABBY,
VIT_15s0048g00560,UNE1 (unfertilized embryo sac 1),,,,
VIT_15s0048g00570,No hit,,,,
VIT_15s0048g00580,PLATZ transcription factor,PLATZFAM_9,,vv60049PLATZ,
VIT_15s0048g00590,BCL-2-associated athanogene 7 ATBAG7,,,,
VIT_15s0048g00600,Vesicle-associated membrane protein,VAMPREL,,vv50109Incompletely_characterized_transport_systems,
VIT_15s0048g00610,Unknown,,,,
VIT_15s0048g00620,No hit,,,,
VIT_15s0048g00630,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
VIT_15s0048g00640,L-lactate dehydrogenase,E1_1_1_27,,vv10010Glycolysis,vv10272Cysteine_metabolism
VIT_15s0048g00650,Unknown protein,,,,
VIT_15s0048g00660,Autophagy 8f (APG8f),K08341,,vv44140Regulation_of_autophagy,vv50101Channels_and_pores
VIT_15s0048g00670,Ribosomal protein S13 (RPS13A) 40S,K02953,,vv23010Ribosome,
VIT_15s0048g00680,NIK3 (NSP- interacting  kinase 3),,,,
VIT_15s0048g00690,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_15s0048g00700,Unknown protein,,,,
VIT_15s0048g00710,Zinc finger (DHHC type),ZFDHHC_6,,vv60079Other_zf-DHHC,
